Typ,Alter,Einkommen,Preis,Geschlecht,Zeit,KundeNR,Niederlassung
Besucher,35,42664.93,,0,34.0,K1954,Nordrhein-Westfalen
Besucher,65,78027.33,,1,12.0,K1617,Niedersachsen
Besucher,54,54771.82,,0,26.0,K1632,Baden-Württemberg
Besucher,61,79526.72,,1,62.0,K1981,Baden-Württemberg
Besucher,36,32281.86,,1,52.0,K1201,Hessen
Besucher,32,31010.6,,0,42.0,K1397,Baden-Württemberg
Besucher,68,78362.67,,0,21.0,K1428,Baden-Württemberg
Besucher,51,56457.49,,0,28.0,K1841,Nordrhein-Westfalen
Besucher,68,74860.99,,0,20.0,K1634,Bayern
Besucher,54,68635.79,,0,29.0,K1323,Baden-Württemberg
Besucher,61,61246.33,,0,45.0,K1380,Nordrhein-Westfalen
Besucher,63,69114.67,,0,39.0,K1183,Hamburg
Besucher,58,76153.05,,0,25.0,K1890,Bayern
Besucher,41,39145.7,,1,40.0,K1709,Hessen
Besucher,45,34526.57,,1,17.0,K1901,Baden-Württemberg
Besucher,47,61173.94,,1,37.0,K1244,Niedersachsen
Besucher,35,40070.02,,1,47.0,K1683,Bayern
Besucher,47,61411.11,,1,21.0,K1599,Bayern
Besucher,66,76131.41,,0,42.0,K1464,Sachsen
Besucher,57,52580.66,,1,29.0,K1170,Bayern
Besucher,31,12031.99,,1,32.0,K1586,Baden-Württemberg
Besucher,63,74054.71,,0,43.0,K1882,Nordrhein-Westfalen
Besucher,30,47051.43,,1,23.0,K1704,Baden-Württemberg
Besucher,57,75169.08,,0,44.0,K1935,Thüringen
Besucher,49,53203.21,,0,44.0,K1411,Hessen
Besucher,64,74726.85,,1,55.0,K1336,Bayern
Besucher,37,60309.96,,0,38.0,K1950,Baden-Württemberg
Besucher,40,56212.03,,1,39.0,K1154,Bayern
Besucher,50,46631.76,,1,36.0,K1757,Bayern
Besucher,49,56491.65,,0,25.0,K1959,Baden-Württemberg
Besucher,51,46713.49,,0,34.0,K1447,Berlin
Besucher,37,37001.86,,1,29.0,K1699,Bayern
Besucher,34,46611.9,,1,34.0,K1990,Berlin
Besucher,36,39625.22,,1,55.0,K1521,Bayern
Besucher,70,97897.05,,1,60.0,K1318,Berlin
Besucher,43,68343.43,,1,32.0,K1138,Nordrhein-Westfalen
Besucher,59,68648.91,,1,32.0,K1136,Nordrhein-Westfalen
Besucher,34,42021.35,,0,36.0,K1773,Brandenburg
Besucher,66,78363.18,,1,26.0,K1689,Baden-Württemberg
Besucher,55,67416.14,,1,31.0,K1619,Nordrhein-Westfalen
Besucher,57,75132.7,,0,41.0,K1793,Bayern
Besucher,52,54277.2,,1,48.0,K1214,Nordrhein-Westfalen
Besucher,62,83975.47,,0,33.0,K1182,Bayern
Besucher,42,60427.73,,1,44.0,K1716,Sachsen
Besucher,67,87075.04,,1,59.0,K1748,Niedersachsen
Besucher,55,76311.86,,1,41.0,K1187,Baden-Württemberg
Besucher,31,38298.53,,1,3.0,K1623,Nordrhein-Westfalen
Besucher,33,35653.84,,0,26.0,K1762,Nordrhein-Westfalen
Besucher,37,51507.44,,0,34.0,K1401,Niedersachsen
Besucher,43,58161.76,,1,31.0,K1612,Nordrhein-Westfalen
Besucher,30,38642.92,,1,35.0,K1913,Bayern
Besucher,46,56617.22,,0,31.0,K1480,Hessen
Besucher,37,38266.32,,1,36.0,K1110,Baden-Württemberg
Besucher,41,52447.56,,1,48.0,K1159,Sachsen
Besucher,48,63015.2,,0,50.0,K1503,Berlin
Besucher,45,44514.71,,1,37.0,K1562,Berlin
Besucher,33,20924.69,,1,36.0,K1626,Baden-Württemberg
Besucher,62,77172.35,,1,36.0,K1468,Baden-Württemberg
Besucher,67,68054.56,,0,40.0,K1202,Niedersachsen
Besucher,46,57346.44,,1,32.0,K1522,Hamburg
Besucher,52,74487.89,,1,41.0,K1677,Bayern
Besucher,46,54308.49,,1,32.0,K1957,Brandenburg
Besucher,48,68669.4,,1,41.0,K1538,Niedersachsen
Besucher,54,70603.64,,1,13.0,K1878,Sachsen
Besucher,44,46191.88,,1,45.0,K1130,Baden-Württemberg
Besucher,63,66297.53,,0,43.0,K1189,Niedersachsen
Besucher,47,46132.95,,1,38.0,K1115,Nordrhein-Westfalen
Besucher,35,55240.05,,0,24.0,K1436,Nordrhein-Westfalen
Besucher,66,78220.58,,0,41.0,K1838,Sachsen
Besucher,52,67495.8,,1,25.0,K1487,Nordrhein-Westfalen
Besucher,36,48519.27,,1,30.0,K1809,Baden-Württemberg
Besucher,33,44999.02,,0,18.0,K1918,Baden-Württemberg
Besucher,54,49679.67,,0,24.0,K1223,Sachsen
Besucher,45,51504.43,,1,50.0,K1641,Baden-Württemberg
Besucher,40,57367.43,,1,31.0,K1466,Baden-Württemberg
Besucher,61,80750.62,,0,24.0,K1134,Sachsen
Besucher,57,63456.63,,0,45.0,K1160,Bayern
Besucher,52,45802.03,,1,25.0,K1970,Baden-Württemberg
Besucher,53,58520.52,,0,20.0,K1700,Brandenburg
Besucher,51,56254.2,,0,17.0,K1344,Berlin
Besucher,68,77479.77,,0,45.0,K1826,Baden-Württemberg
Besucher,68,80288.2,,1,19.0,K1186,Brandenburg
Besucher,42,37936.98,,0,30.0,K1364,Sachsen
Besucher,57,50221.96,,1,47.0,K1591,Bayern
Besucher,38,48379.32,,1,43.0,K1821,Thüringen
Besucher,69,98029.0,,1,37.0,K1905,Bayern
Besucher,66,82388.16,,0,34.0,K1886,Hessen
Besucher,53,69200.65,,0,25.0,K1647,Berlin
Besucher,54,59334.77,,0,34.0,K1431,Baden-Württemberg
Besucher,46,49472.26,,1,36.0,K1639,Bayern
Besucher,50,61480.98,,1,44.0,K1640,Baden-Württemberg
Besucher,33,54044.93,,0,30.0,K1588,Bayern
Besucher,50,66940.79,,0,32.0,K1867,Thüringen
Besucher,65,74982.31,,0,27.0,K1638,Hessen
Besucher,65,62675.6,,1,33.0,K1818,Baden-Württemberg
Besucher,65,85235.07,,1,44.0,K1495,Nordrhein-Westfalen
Besucher,39,23109.88,,1,39.0,K1600,Sachsen
Besucher,48,55111.17,,1,31.0,K1587,Nordrhein-Westfalen
Besucher,64,74797.72,,0,28.0,K1482,Niedersachsen
Besucher,63,66343.41,,1,53.0,K1470,Baden-Württemberg
Besucher,50,58484.54,,1,40.0,K1517,Thüringen
Besucher,66,88621.24,,0,44.0,K1573,Hessen
Besucher,36,30932.05,,0,43.0,K1514,Baden-Württemberg
Besucher,64,70306.35,,1,36.0,K1112,Berlin
Besucher,53,49633.95,,1,30.0,K1685,Nordrhein-Westfalen
Besucher,66,69331.45,,0,32.0,K1260,Baden-Württemberg
Besucher,37,51799.46,,0,40.0,K1985,Baden-Württemberg
Besucher,38,51013.22,,1,49.0,K1530,Nordrhein-Westfalen
Besucher,60,77364.77,,0,34.0,K1206,Bayern
Besucher,62,69519.57,,0,31.0,K1304,Sachsen
Besucher,40,52774.29,,0,41.0,K1529,Hessen
Besucher,56,70615.55,,0,15.0,K1403,Brandenburg
Besucher,39,43354.5,,0,28.0,K1989,Bayern
Besucher,68,89005.39,,0,22.0,K1352,Baden-Württemberg
Besucher,35,39196.71,,1,26.0,K1583,Bayern
Besucher,58,74550.62,,0,32.0,K1410,Niedersachsen
Besucher,65,83198.24,,1,47.0,K1421,Berlin
Besucher,33,45748.43,,1,55.0,K1107,Niedersachsen
Besucher,47,79607.67,,1,47.0,K1510,Berlin
Besucher,47,59352.78,,1,14.0,K1847,Baden-Württemberg
Besucher,60,55814.8,,1,27.0,K1365,Baden-Württemberg
Besucher,52,66108.25,,1,41.0,K1472,Thüringen
Besucher,69,85175.92,,1,31.0,K1263,Nordrhein-Westfalen
Besucher,42,54182.12,,1,26.0,K1659,Nordrhein-Westfalen
Besucher,44,52096.75,,1,45.0,K1934,Nordrhein-Westfalen
Besucher,55,88482.68,,1,26.0,K1782,Berlin
Besucher,56,83787.01,,0,27.0,K1485,Niedersachsen
Besucher,40,38822.67,,0,18.0,K1731,Berlin
Besucher,56,66000.86,,0,32.0,K1407,Berlin
Besucher,52,33297.76,,0,18.0,K1537,Nordrhein-Westfalen
Besucher,65,68211.38,,1,20.0,K1627,Berlin
Besucher,37,50176.78,,1,31.0,K1509,Bayern
Besucher,38,48780.18,,1,18.0,K1948,Niedersachsen
Besucher,37,41519.4,,1,33.0,K1460,Bayern
Besucher,36,50243.04,,1,48.0,K1569,Nordrhein-Westfalen
Besucher,31,26018.93,,0,32.0,K1858,Baden-Württemberg
Besucher,38,44672.54,,0,36.0,K1317,Bayern
Besucher,44,50981.53,,0,21.0,K1554,Sachsen
Besucher,59,70012.56,,1,39.0,K1184,Baden-Württemberg
Besucher,38,29787.61,,1,47.0,K1253,Hamburg
Besucher,33,35350.73,,1,24.0,K1533,Hessen
Besucher,63,60561.81,,1,38.0,K1165,Bayern
Besucher,49,58250.25,,1,25.0,K1765,Baden-Württemberg
Besucher,47,56933.67,,1,42.0,K1909,Baden-Württemberg
Besucher,51,54872.34,,0,40.0,K1693,Bayern
Besucher,64,85441.93,,0,42.0,K1870,Sachsen
Besucher,60,67965.91,,1,29.0,K1370,Bayern
Besucher,48,48300.49,,1,28.0,K1238,Baden-Württemberg
Besucher,63,86198.61,,0,32.0,K1813,Nordrhein-Westfalen
Besucher,54,53806.65,,0,37.0,K1649,Sachsen
Besucher,57,78842.38,,0,24.0,K1451,Berlin
Besucher,68,86965.52,,0,15.0,K1926,Berlin
Besucher,47,50383.0,,1,35.0,K1738,Baden-Württemberg
Besucher,31,10802.03,,1,25.0,K1561,Brandenburg
Besucher,42,54815.06,,0,34.0,K1605,Baden-Württemberg
Besucher,57,60410.82,,1,33.0,K1535,Baden-Württemberg
Besucher,42,49912.51,,1,26.0,K1550,Sachsen
Besucher,48,51462.33,,1,20.0,K1755,Niedersachsen
Besucher,64,67482.49,,1,10.0,K1277,Bayern
Besucher,40,59391.91,,0,37.0,K1555,Brandenburg
Besucher,58,71796.78,,1,26.0,K1419,Berlin
Besucher,64,85476.75,,1,27.0,K1437,Hamburg
Besucher,67,94337.55,,1,27.0,K1906,Hessen
Besucher,57,52369.61,,1,42.0,K1195,Thüringen
Besucher,63,71786.87,,1,40.0,K1939,Bayern
Besucher,40,39209.65,,0,43.0,K1286,Sachsen
Besucher,41,50331.8,,0,48.0,K1686,Niedersachsen
Besucher,33,47738.8,,1,47.0,K1900,Baden-Württemberg
Besucher,57,51230.94,,1,28.0,K1174,Sachsen
Besucher,62,64399.17,,0,18.0,K1236,Berlin
Besucher,67,71626.53,,1,29.0,K1439,Bayern
Besucher,35,50926.49,,1,35.0,K1702,Sachsen
Besucher,51,66518.31,,1,22.0,K1240,Nordrhein-Westfalen
Besucher,69,80266.52,,1,36.0,K1269,Niedersachsen
Besucher,46,42528.58,,0,44.0,K1133,Nordrhein-Westfalen
Besucher,63,75258.59,,0,50.0,K1888,Thüringen
Besucher,44,50005.0,,0,23.0,K1298,Bayern
Besucher,39,35225.3,,0,48.0,K1974,Niedersachsen
Besucher,33,24242.6,,1,42.0,K1820,Berlin
Besucher,42,54485.35,,1,33.0,K1630,Bayern
Besucher,65,81926.5,,1,48.0,K1486,Bayern
Besucher,40,51957.05,,1,16.0,K1245,Sachsen
Besucher,36,47469.13,,1,18.0,K1278,Bayern
Besucher,38,50640.42,,1,28.0,K1111,Bayern
Besucher,51,55860.34,,1,44.0,K1823,Baden-Württemberg
Besucher,66,68505.93,,0,37.0,K1790,Bayern
Besucher,33,31654.71,,1,31.0,K1178,Bayern
Besucher,44,54025.6,,1,30.0,K1987,Nordrhein-Westfalen
Besucher,47,61371.86,,1,42.0,K1433,Bayern
Besucher,33,37067.78,,1,47.0,K1558,Nordrhein-Westfalen
Besucher,58,62171.39,,1,26.0,K1250,Baden-Württemberg
Besucher,67,76785.42,,1,15.0,K1339,Hessen
Besucher,40,35558.52,,0,31.0,K1325,Baden-Württemberg
Besucher,32,20329.57,,1,30.0,K1475,Bayern
Besucher,30,29694.37,,1,30.0,K1916,Niedersachsen
Besucher,39,63156.46,,1,41.0,K1237,Berlin
Besucher,59,71024.58,,0,28.0,K1799,Hessen
Besucher,51,70533.44,,1,7.0,K1969,Baden-Württemberg
Besucher,67,86403.29,,1,29.0,K1290,Hessen
Besucher,47,67161.18,,1,36.0,K1146,Berlin
Besucher,31,54066.71,,0,45.0,K1652,Bayern
Besucher,36,29204.05,,0,27.0,K1213,Bayern
Besucher,40,59102.58,,0,29.0,K1708,Bayern
Besucher,69,78816.43,,0,61.0,K1161,Nordrhein-Westfalen
Besucher,69,79027.08,,1,24.0,K1499,Berlin
Besucher,38,66319.92,,0,43.0,K1811,Baden-Württemberg
Besucher,51,71227.26,,1,33.0,K1654,Hessen
Besucher,31,35916.95,,1,34.0,K1129,Bayern
Besucher,38,44788.12,,1,22.0,K1456,Sachsen
Besucher,65,73604.97,,1,45.0,K1534,Berlin
Besucher,66,65216.98,,1,13.0,K1539,Baden-Württemberg
Besucher,53,58268.38,,0,57.0,K1156,Niedersachsen
Besucher,66,81322.78,,1,42.0,K1631,Thüringen
Besucher,52,59034.5,,0,22.0,K1921,Berlin
Besucher,46,54677.39,,0,37.0,K1674,Thüringen
Besucher,44,49839.08,,1,31.0,K1369,Baden-Württemberg
Besucher,53,70483.68,,1,18.0,K1541,Baden-Württemberg
Besucher,70,86136.19,,0,39.0,K1718,Baden-Württemberg
Besucher,41,46277.31,,1,14.0,K1798,Bayern
Besucher,58,83377.64,,1,25.0,K1457,Nordrhein-Westfalen
Besucher,43,38133.97,,0,27.0,K1123,Baden-Württemberg
Besucher,43,61618.75,,1,24.0,K1771,Bayern
Besucher,52,66931.63,,1,26.0,K1687,Baden-Württemberg
Besucher,66,82714.6,,0,16.0,K1188,Nordrhein-Westfalen
Besucher,40,49390.74,,1,51.0,K1166,Nordrhein-Westfalen
Besucher,38,46307.32,,1,33.0,K1377,Hessen
Besucher,57,84130.84,,1,56.0,K1390,Nordrhein-Westfalen
Besucher,61,61255.99,,0,22.0,K1800,Niedersachsen
Besucher,66,64549.9,,1,26.0,K1851,Sachsen
Besucher,37,37026.7,,0,52.0,K1117,Thüringen
Besucher,37,41986.48,,0,42.0,K1287,Bayern
Besucher,58,63296.69,,1,17.0,K1549,Baden-Württemberg
Besucher,51,67323.15,,0,46.0,K1657,Berlin
Besucher,55,63084.95,,0,34.0,K1328,Baden-Württemberg
Besucher,66,84640.63,,1,34.0,K1618,Berlin
Besucher,57,81289.88,,0,31.0,K1733,Berlin
Besucher,35,44388.75,,1,30.0,K1692,Baden-Württemberg
Besucher,43,49717.8,,1,46.0,K1797,Niedersachsen
Besucher,35,41206.23,,0,39.0,K1628,Sachsen
Besucher,62,72706.65,,0,50.0,K1769,Nordrhein-Westfalen
Besucher,54,72310.2,,1,35.0,K1281,Berlin
Besucher,60,74192.86,,1,25.0,K1946,Berlin
Besucher,31,40364.83,,0,20.0,K1783,Niedersachsen
Besucher,62,77712.61,,0,29.0,K1268,Hessen
Besucher,55,66068.48,,1,35.0,K1353,Hessen
Besucher,69,78275.29,,1,30.0,K1675,Thüringen
Besucher,65,75316.25,,1,43.0,K1892,Nordrhein-Westfalen
Besucher,56,58982.67,,1,16.0,K1179,Bayern
Besucher,38,46195.15,,1,26.0,K1218,Bayern
Besucher,70,69727.41,,1,35.0,K1740,Brandenburg
Besucher,66,79151.83,,1,35.0,K1606,Nordrhein-Westfalen
Besucher,40,67881.4,,0,41.0,K1209,Baden-Württemberg
Besucher,47,52534.52,,0,50.0,K1219,Berlin
Besucher,36,41110.88,,1,36.0,K1473,Baden-Württemberg
Besucher,67,75807.66,,1,46.0,K1197,Baden-Württemberg
Besucher,40,39443.82,,1,48.0,K1602,Niedersachsen
Besucher,68,64541.88,,0,31.0,K1194,Hessen
Besucher,47,52745.13,,0,24.0,K1441,Hamburg
Besucher,30,31232.14,,0,52.0,K1984,Nordrhein-Westfalen
Besucher,70,83902.95,,0,49.0,K1922,Niedersachsen
Besucher,45,59679.66,,0,25.0,K1933,Thüringen
Besucher,32,28689.47,,0,41.0,K1648,Sachsen
Besucher,44,59093.2,,1,34.0,K1653,Berlin
Besucher,47,43409.22,,0,32.0,K1199,Sachsen
Besucher,62,77682.56,,0,28.0,K1116,Nordrhein-Westfalen
Besucher,42,34572.63,,0,42.0,K1536,Niedersachsen
Besucher,66,77908.29,,1,41.0,K1148,Nordrhein-Westfalen
Besucher,53,44536.67,,1,36.0,K1147,Nordrhein-Westfalen
Besucher,44,48650.04,,1,45.0,K1434,Sachsen
Besucher,46,52041.42,,1,28.0,K1272,Bayern
Besucher,62,85386.12,,1,35.0,K1884,Baden-Württemberg
Besucher,45,39956.12,,1,34.0,K1642,Baden-Württemberg
Besucher,55,70713.58,,1,40.0,K1840,Berlin
Besucher,30,42439.49,,1,49.0,K1604,Berlin
Besucher,53,55541.96,,1,50.0,K1283,Sachsen
Besucher,56,62958.24,,1,28.0,K1688,Bayern
Besucher,70,76890.75,,1,37.0,K1889,Berlin
Besucher,55,67803.2,,1,39.0,K1698,Baden-Württemberg
Besucher,32,47052.41,,1,30.0,K1282,Nordrhein-Westfalen
Besucher,59,70568.66,,1,43.0,K1749,Bayern
Besucher,38,31258.41,,0,39.0,K1815,Berlin
Besucher,38,42954.3,,0,39.0,K1720,Baden-Württemberg
Besucher,61,84321.03,,1,44.0,K1488,Baden-Württemberg
Besucher,46,60088.45,,1,38.0,K1362,Bayern
Besucher,46,71444.46,,1,23.0,K1839,Niedersachsen
Besucher,34,34255.88,,1,34.0,K1440,Sachsen
Besucher,47,50532.95,,1,32.0,K1656,Brandenburg
Besucher,63,79754.38,,1,42.0,K1120,Nordrhein-Westfalen
Besucher,57,58633.97,,1,32.0,K1108,Thüringen
Besucher,65,62351.09,,0,40.0,K1516,Bayern
Besucher,53,72003.35,,0,34.0,K1361,Nordrhein-Westfalen
Besucher,63,79995.43,,1,23.0,K1556,Hessen
Besucher,35,33793.85,,1,41.0,K1578,Berlin
Besucher,61,79736.85,,1,31.0,K1802,Niedersachsen
Besucher,69,98883.19,,1,29.0,K1498,Hessen
Besucher,68,92374.32,,0,44.0,K1327,Baden-Württemberg
Besucher,70,92238.95,,1,38.0,K1611,Bayern
Besucher,57,52972.58,,0,47.0,K1672,Sachsen
Besucher,36,47024.3,,1,26.0,K1525,Baden-Württemberg
Besucher,41,45176.52,,0,33.0,K1429,Berlin
Besucher,49,52713.56,,0,43.0,K1635,Baden-Württemberg
Besucher,50,43389.67,,1,38.0,K1114,Niedersachsen
Besucher,69,79689.65,,1,51.0,K1354,Bayern
Besucher,41,53765.36,,0,21.0,K1127,Niedersachsen
Besucher,49,57703.97,,1,27.0,K1461,Berlin
Besucher,65,73776.47,,1,33.0,K1326,Niedersachsen
Besucher,41,56806.22,,1,32.0,K1706,Bayern
Besucher,34,34204.32,,1,43.0,K1871,Nordrhein-Westfalen
Besucher,59,85332.23,,1,21.0,K1979,Nordrhein-Westfalen
Besucher,55,58756.75,,1,34.0,K1633,Nordrhein-Westfalen
Besucher,61,81435.3,,1,40.0,K1445,Niedersachsen
Besucher,39,63688.04,,1,20.0,K1848,Berlin
Besucher,51,46823.72,,0,41.0,K1624,Bayern
Besucher,50,67276.38,,1,29.0,K1308,Hessen
Besucher,45,70632.18,,0,52.0,K1342,Sachsen
Besucher,33,36719.1,,1,35.0,K1198,Nordrhein-Westfalen
Besucher,66,75021.35,,1,27.0,K1835,Bayern
Besucher,63,65737.35,,0,49.0,K1545,Nordrhein-Westfalen
Besucher,56,66606.82,,1,15.0,K1664,Bayern
Besucher,42,42036.49,,1,36.0,K1389,Bayern
Besucher,64,82889.73,,0,44.0,K1289,Baden-Württemberg
Besucher,55,55421.1,,0,29.0,K1896,Niedersachsen
Besucher,59,59731.07,,0,30.0,K1592,Nordrhein-Westfalen
Besucher,63,78072.77,,1,30.0,K1258,Bayern
Besucher,65,91807.01,,1,45.0,K1180,Nordrhein-Westfalen
Besucher,53,65662.15,,1,48.0,K1761,Thüringen
Besucher,36,29607.14,,1,23.0,K1736,Bayern
Besucher,56,70410.8,,1,39.0,K1382,Bayern
Besucher,47,63119.27,,0,51.0,K1173,Bayern
Besucher,42,44380.59,,1,30.0,K1930,Bayern
Besucher,56,71443.22,,1,31.0,K1293,Bayern
Besucher,66,66735.69,,0,26.0,K1376,Nordrhein-Westfalen
Besucher,30,40283.17,,1,50.0,K1767,Baden-Württemberg
Besucher,49,54140.6,,1,29.0,K1816,Baden-Württemberg
Besucher,33,36224.0,,0,52.0,K1341,Baden-Württemberg
Besucher,68,81230.95,,0,46.0,K1193,Hessen
Besucher,57,65786.37,,1,43.0,K1862,Thüringen
Besucher,43,59089.74,,0,29.0,K1222,Sachsen
Besucher,39,58806.42,,1,55.0,K1230,Niedersachsen
Besucher,68,80798.29,,1,43.0,K1836,Nordrhein-Westfalen
Besucher,36,38942.81,,0,35.0,K1394,Nordrhein-Westfalen
Besucher,36,46373.46,,0,36.0,K1343,Bayern
Besucher,42,57149.5,,0,35.0,K1105,Hessen
Besucher,42,52174.79,,0,38.0,K1986,Bayern
Besucher,42,46178.96,,1,28.0,K1572,Hessen
Besucher,34,26418.8,,0,45.0,K1932,Sachsen
Besucher,41,55038.3,,1,41.0,K1500,Hessen
Besucher,62,71314.98,,0,37.0,K1636,Sachsen
Besucher,33,49527.66,,0,25.0,K1231,Baden-Württemberg
Besucher,54,53583.85,,0,39.0,K1383,Nordrhein-Westfalen
Besucher,39,56179.02,,1,29.0,K1796,Nordrhein-Westfalen
Besucher,54,69210.98,,1,40.0,K1221,Nordrhein-Westfalen
Besucher,33,28556.82,,1,52.0,K1333,Nordrhein-Westfalen
Besucher,32,40946.28,,0,28.0,K1727,Hessen
Besucher,50,56452.5,,1,37.0,K1760,Bayern
Besucher,64,66775.56,,1,11.0,K1703,Berlin
Besucher,51,41344.51,,0,24.0,K1621,Nordrhein-Westfalen
Besucher,37,42547.27,,1,45.0,K1379,Berlin
Besucher,60,59341.45,,1,46.0,K1423,Hessen
Besucher,36,54638.64,,0,31.0,K1711,Sachsen
Besucher,69,71732.25,,0,26.0,K1249,Hessen
Besucher,47,41229.84,,1,32.0,K1739,Nordrhein-Westfalen
Besucher,42,52868.09,,0,22.0,K1663,Baden-Württemberg
Besucher,68,74031.33,,0,41.0,K1914,Baden-Württemberg
Besucher,33,44278.57,,0,51.0,K1850,Nordrhein-Westfalen
Besucher,54,71794.84,,0,32.0,K1474,Berlin
Besucher,62,78050.89,,0,49.0,K1373,Baden-Württemberg
Besucher,60,80978.82,,1,28.0,K1728,Nordrhein-Westfalen
Besucher,45,51056.51,,1,33.0,K1412,Nordrhein-Westfalen
Besucher,53,64432.7,,1,41.0,K1528,Baden-Württemberg
Besucher,48,62342.15,,0,32.0,K1415,Niedersachsen
Besucher,51,56363.69,,0,35.0,K1459,Hamburg
Besucher,63,72396.21,,1,48.0,K1151,Niedersachsen
Besucher,34,26142.98,,0,50.0,K1454,Brandenburg
Besucher,67,87205.9,,1,47.0,K1476,Sachsen
Besucher,58,65207.45,,0,27.0,K1584,Baden-Württemberg
Besucher,39,48650.33,,1,45.0,K1681,Nordrhein-Westfalen
Besucher,58,80403.6,,1,25.0,K1366,Baden-Württemberg
Besucher,62,68355.77,,0,35.0,K1300,Thüringen
Besucher,49,54754.53,,1,44.0,K1995,Berlin
Besucher,53,59447.26,,1,48.0,K1849,Nordrhein-Westfalen
Besucher,52,67687.35,,1,47.0,K1212,Baden-Württemberg
Besucher,41,43844.86,,0,51.0,K1971,Niedersachsen
Besucher,50,56874.93,,1,32.0,K1164,Berlin
Besucher,41,45205.48,,1,26.0,K1763,Baden-Württemberg
Besucher,56,66037.86,,0,33.0,K1368,Berlin
Besucher,58,70704.0,,1,38.0,K1673,Hessen
Besucher,32,57455.89,,0,42.0,K1205,Niedersachsen
Besucher,60,78010.02,,0,40.0,K1548,Thüringen
Besucher,54,54716.55,,1,39.0,K1595,Sachsen
Besucher,68,74173.37,,1,41.0,K1792,Thüringen
Besucher,45,56233.72,,1,46.0,K1904,Bayern
Besucher,63,72230.76,,1,25.0,K1745,Nordrhein-Westfalen
Besucher,63,68751.57,,1,39.0,K1274,Baden-Württemberg
Besucher,63,81446.36,,0,12.0,K1284,Niedersachsen
Besucher,52,63037.62,,0,42.0,K1409,Baden-Württemberg
Besucher,55,63242.91,,1,35.0,K1446,Baden-Württemberg
Besucher,36,49453.96,,1,36.0,K1162,Baden-Württemberg
Besucher,30,46530.32,,1,45.0,K1963,Nordrhein-Westfalen
Besucher,31,47601.83,,1,29.0,K1254,Hamburg
Besucher,69,78663.94,,1,37.0,K1229,Niedersachsen
Besucher,68,75303.56,,0,27.0,K1808,Nordrhein-Westfalen
Besucher,51,57040.85,,1,38.0,K1155,Sachsen
Besucher,45,44138.66,,1,31.0,K1458,Bayern
Besucher,49,50246.09,,1,42.0,K1928,Sachsen
Besucher,41,54152.49,,0,15.0,K1247,Berlin
Besucher,70,71511.58,,0,47.0,K1575,Nordrhein-Westfalen
Besucher,32,32659.51,,1,27.0,K1504,Bayern
Besucher,63,74905.16,,1,35.0,K1680,Hessen
Besucher,46,53575.61,,0,54.0,K1425,Hessen
Besucher,32,34848.44,,0,24.0,K1124,Nordrhein-Westfalen
Besucher,65,70533.06,,1,38.0,K1897,Nordrhein-Westfalen
Besucher,51,53267.39,,1,53.0,K1812,Berlin
Besucher,35,53193.86,,0,33.0,K1828,Thüringen
Besucher,41,64926.19,,0,39.0,K1512,Hamburg
Besucher,55,65102.4,,0,22.0,K1662,Bayern
Besucher,53,64075.21,,0,36.0,K1143,Nordrhein-Westfalen
Besucher,49,67290.6,,0,30.0,K1280,Hessen
Besucher,41,35323.88,,1,24.0,K1350,Sachsen
Besucher,59,63141.81,,0,31.0,K1845,Sachsen
Besucher,67,78936.72,,1,34.0,K1707,Niedersachsen
Besucher,51,76712.26,,1,36.0,K1873,Baden-Württemberg
Besucher,44,48523.86,,1,54.0,K1869,Sachsen
Besucher,37,41367.82,,0,31.0,K1259,Nordrhein-Westfalen
Besucher,64,68522.84,,1,43.0,K1392,Sachsen
Besucher,42,50054.07,,1,36.0,K1855,Nordrhein-Westfalen
Besucher,51,64923.25,,1,39.0,K1122,Nordrhein-Westfalen
Besucher,48,57701.19,,1,22.0,K1232,Nordrhein-Westfalen
Besucher,38,25073.67,,0,44.0,K1427,Berlin
Besucher,54,59813.59,,0,39.0,K1360,Berlin
Besucher,52,55752.8,,1,42.0,K1875,Bayern
Besucher,31,35492.79,,1,39.0,K1961,Nordrhein-Westfalen
Besucher,69,75983.22,,0,47.0,K1295,Hessen
Besucher,70,57964.51,,1,20.0,K1220,Hessen
Besucher,37,38361.79,,0,25.0,K1842,Nordrhein-Westfalen
Besucher,51,67445.38,,0,38.0,K1285,Bayern
Besucher,41,40291.76,,1,40.0,K1406,Thüringen
Besucher,45,34928.93,,1,14.0,K1784,Bayern
Besucher,69,95449.9,,0,35.0,K1743,Berlin
Besucher,30,44854.02,,0,36.0,K1754,Hessen
Besucher,60,74006.41,,0,43.0,K1721,Bayern
Besucher,67,92235.91,,1,29.0,K1701,Bayern
Besucher,54,81957.21,,0,31.0,K1622,Berlin
Besucher,31,31912.96,,0,29.0,K1980,Bayern
Besucher,67,100322.37,,0,50.0,K1150,Bayern
Besucher,47,56853.9,,1,43.0,K1912,Bayern
Besucher,35,33579.07,,0,34.0,K1262,Baden-Württemberg
Besucher,53,50242.76,,0,32.0,K1770,Nordrhein-Westfalen
Besucher,52,58522.3,,0,36.0,K1276,Sachsen
Besucher,35,35620.92,,0,33.0,K1121,Bayern
Besucher,58,68324.7,,1,35.0,K1616,Bayern
Besucher,44,64786.55,,1,56.0,K1153,Baden-Württemberg
Besucher,32,45043.61,,0,17.0,K1967,Nordrhein-Westfalen
